farmer_id,sub_county,season,crop,planting_date,harvest_date,farm_size_ha,yield_ton_per_ha,input_cost_ksh,revenue_ksh,profit_ksh,source
FR-SYN-00414,yala,short_rains,maize,2025-10-19,2025-12-13,5.15,4.61,50101.87,1379.7,-48722.17,synthetic_demo
FR-SYN-00415,yala,dry,rice,2025-01-06,2025-05-11,1.2,2.81,47745.74,416.63,-47329.1,synthetic_demo
FR-SYN-00416,alego,short_rains,groundnuts,2025-10-21,2025-12-28,3.18,2.3,46153.45,871.62,-45281.83,synthetic_demo
FR-SYN-00417,ugunja,dry,sorghum,2025-01-20,2025-04-16,0.67,1.38,12143.23,98.63,-12044.6,synthetic_demo
FR-SYN-00418,ugunja,dry,rice,2025-01-12,2025-05-22,5.87,4.16,236627.09,3102.29,-233524.8,synthetic_demo
FR-SYN-00419,bondo,long_rains,tomatoes,2025-03-10,2025-07-10,3.17,9.69,69063.45,2091.06,-66972.39,synthetic_demo
FR-SYN-00420,bondo,dry,beans,2025-01-18,2025-04-19,1.62,1.18,40228.08,178.15,-40049.93,synthetic_demo
FR-SYN-00421,ugunja,long_rains,beans,2025-03-24,2025-07-22,2.72,2.66,34645.85,566.47,-34079.38,synthetic_demo
FR-SYN-00422,alego,short_rains,millet,2025-10-12,2025-12-20,4.28,2.43,45246.15,1206.04,-44040.11,synthetic_demo
FR-SYN-00423,bondo,dry,tomatoes,2025-01-23,2025-04-25,5.32,7.52,200385.21,3320.3,-197064.9,synthetic_demo
FR-SYN-00424,yala,short_rains,sorghum,2025-10-22,2025-12-25,1.97,2.0,26036.57,373.37,-25663.2,synthetic_demo
FR-SYN-00425,alego,dry,sorghum,2025-01-18,2025-04-14,2.53,2.12,57514.32,508.33,-57005.99,synthetic_demo
FR-SYN-00426,alego,short_rains,maize,2025-10-16,2025-12-22,3.78,4.64,119328.15,1125.0,-118203.15,synthetic_demo
FR-SYN-00427,yala,short_rains,tomatoes,2025-10-20,2025-12-24,4.28,7.95,164590.46,2309.97,-162280.48,synthetic_demo
FR-SYN-00428,bondo,long_rains,beans,2025-03-18,2025-07-10,0.87,2.78,17742.41,194.84,-17547.57,synthetic_demo
FR-SYN-00429,bondo,short_rains,groundnuts,2025-10-16,2025-12-22,2.88,1.96,81166.92,645.36,-80521.56,synthetic_demo
FR-SYN-00430,ugunja,short_rains,maize,2025-10-11,2025-12-19,1.06,3.5,38140.15,221.26,-37918.89,synthetic_demo
FR-SYN-00431,yala,short_rains,kale,2025-10-18,2025-12-24,0.75,8.34,21099.6,264.58,-20835.02,synthetic_demo
FR-SYN-00432,alego,short_rains,sorghum,2025-10-17,2025-12-22,4.22,3.21,117876.94,1311.55,-116565.38,synthetic_demo
FR-SYN-00433,alego,short_rains,millet,2025-10-08,2025-12-16,3.39,2.38,93217.36,942.57,-92274.79,synthetic_demo
FR-SYN-00434,alego,dry,sorghum,2025-01-05,2025-04-13,3.41,2.29,97595.69,748.07,-96847.62,synthetic_demo
FR-SYN-00435,yala,dry,maize,2025-01-24,2025-04-23,1.39,1.55,35099.83,138.16,-34961.68,synthetic_demo
FR-SYN-00436,yala,dry,millet,2025-01-08,2025-05-23,4.99,2.15,77230.32,1297.83,-75932.49,synthetic_demo
FR-SYN-00437,ugunja,short_rains,maize,2025-10-10,2025-12-26,5.22,3.31,152270.81,1038.42,-151232.38,synthetic_demo
FR-SYN-00438,ugunja,short_rains,rice,2025-10-07,2025-12-22,5.8,4.75,171916.42,3318.9,-168597.52,synthetic_demo
FR-SYN-00439,gem,long_rains,rice,2025-03-10,2025-06-13,4.19,3.97,93477.95,2095.58,-91382.37,synthetic_demo
FR-SYN-00440,gem,long_rains,kale,2025-03-08,2025-06-12,2.98,10.02,78149.15,1385.48,-76763.67,synthetic_demo
FR-SYN-00441,yala,long_rains,rice,2025-03-18,2025-06-12,3.74,3.17,130759.99,1274.53,-129485.45,synthetic_demo
FR-SYN-00442,alego,short_rains,millet,2025-10-23,2025-12-26,2.5,1.96,34926.83,557.59,-34369.24,synthetic_demo
FR-SYN-00443,bondo,short_rains,groundnuts,2025-10-22,2025-12-10,1.81,2.48,60542.78,513.63,-60029.15,synthetic_demo
FR-SYN-00444,alego,dry,millet,2025-01-06,2025-04-28,3.14,1.54,96267.65,586.26,-95681.38,synthetic_demo
FR-SYN-00445,bondo,long_rains,groundnuts,2025-03-23,2025-06-21,5.9,2.82,160246.63,1715.7,-158530.93,synthetic_demo
FR-SYN-00446,gem,short_rains,groundnuts,2025-10-12,2025-12-11,0.74,1.03,8052.95,84.51,-7968.44,synthetic_demo
FR-SYN-00447,gem,dry,sorghum,2025-01-08,2025-05-21,1.65,2.48,10588.37,451.04,-10137.33,synthetic_demo
FR-SYN-00448,ugunja,long_rains,maize,2025-03-19,2025-06-19,0.84,3.08,18767.96,148.12,-18619.84,synthetic_demo
FR-SYN-00449,yala,long_rains,kale,2025-03-16,2025-07-17,3.44,7.13,151221.8,971.35,-150250.45,synthetic_demo
FR-SYN-00450,ugunja,short_rains,beans,2025-10-09,2025-12-17,4.37,1.76,68398.66,612.36,-67786.3,synthetic_demo
